"category","topic","name","url","media_kind","protocol","format","bitrate","is_live","https","language","country","homepage","source_kind","license_note","notes","confidence","favicon_index","access"
"Live TV","News","Aratu On (Aratu On)","https://cdn.live.br1.jmvstream.com/w/LVW-9359/LVW9359_XSyReL0QVf/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","BR","https://aratuon.com.br/aovivo/aratuon","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=","medium","621",""
"Live TV","News","Arirang TV (Arirang TV HD)","https://dash3.antik.sk/live/test_arirang/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","KR","https://www.arirang.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news|general; quality=","medium","622",""
"Live TV","News","AS TV (Bursa AS TV)","https://live.artidijitalmedya.com/artidijital_astv/astv/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","TR","https://astv.com.tr/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=900p","medium","",""
"Live TV","News","Asianet Suvarna News (Asianet Suvarna News)","https://asianetnews.vgcdn.net/vglive-sk-335835/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://kannada.asianetnews.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","623",""
"Live TV","News","Awaaz India TV (Awaaz India TV)","https://awaazindia.livebox.co.in/AwaazIndaTVhls/Live.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://awaazindiatv.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","624",""
"Live TV","News","BandNews (BandNews)","https://cdn-5.nxplay.com.br/BAND_NEWS/index.m3u8","VIDEO","HLS","m3u8","","true","true","","BR","https://bandnewstv.band.uol.com.br/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","625","geo"
"Live TV","News","Bansal News (Bansal News)","https://8yzmq2gbdvax-hls-live.wmncdn.net/bansalnewstv1/live1.stream/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://bansalnews.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","626",""
"Live TV","News","Bharat Express (Bharat Express)","https://stream1.livebox.co.in/VCAREhls/live.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://bharatexpress.com/live-tv","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=480p","medium","627",""
"Live TV","News","Bharat Samachar (Bharat Samachar)","https://idvd.multitvsolution.com/idvo/bharatsamachar.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.bharatsamachartv.in/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=480p","medium","628",""
"Live TV","News","BIG TV (BIG TV)","https://cdn-1.pishow.tv/live/1059/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.bigtvlive.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","629",""
"Live TV","News","Big TV 24x7 (Big TV 24x7)","https://d2gvyg6lvauoko.cloudfront.net/230226/bigtvmalyalam/chunks.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576i","medium","",""
"Live TV","News","BR8 TV (BR8 TV)","https://cdn.live.br1.jmvstream.com/w/LVW-11668/ngrp:LVW11668_wiJpjbMrks_all/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","BR","https://br8news.com.br/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=","medium","630",""
"Live TV","News","BRK News (BRK News)","https://cdn-1.pishow.tv/live/1037/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","",""
"Live TV","News","BT TV (BT TV)","https://feeds.intoday.in/bttv/itgd.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.businesstoday.in/bt-tv","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news|business; quality=720p","medium","631",""
"Live TV","News","Canal 26 (Canal 26)","https://stream-gtlc.telecentro.net.ar/hls/canal26hls/main.m3u8","VIDEO","HLS","m3u8","","true","true","","AR","https://www.diario26.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","632",""
"Live TV","News","Canal 38 (Canal 38)","https://cdn.jmvstream.com/w/LVW-8503/LVW8503_d0V5oduFlK/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","BR","https://www.canal38.com.br/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","633",""
"Live TV","News","Canal TDC (Canal TDC)","https://tdcserver.com:19360/tdconlione-2/tdconlione-2.m3u8","VIDEO","HLS","m3u8","","true","true","","AR","https://tdconline.com.ar/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=","medium","634",""
"Live TV","News","Chardikla Gurbaani TV (Chardikla Gurbaani TV)","https://chardikalatimestv.gigabitcdn.net/in-chardikala/chardikala-gurbani-tv/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://timetv.news/live-tv/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","635",""
"Live TV","News","Chardikla Time TV (Chardikla Time TV)","https://chardikalagurbanitv.gigabitcdn.net/in-chardikala/chardikala-timetv/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://timetv.news/live-tv/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","636",""
"Live TV","News","Chardikla Time TV North America (Chardikla Time TV North America)","https://chardikalanorthamerica.gigabitcdn.net/in-chardikala/chardikala-north-usa/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://timetv.news/live-tv/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","637",""
"Live TV","News","Cnews Bharat (Cnews Bharat)","https://legitpro.co.in/cnews/cnews/index.fmp4.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://cnewsbharat.com/hindi/live","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","638",""
"Live TV","News","CTVN AKD Plus (CTVN AKD Plus)","https://live.legitpro.co.in/ctvnakdplus/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://ctvn.co.in/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","639",""
"Live TV","News","CVR English (CVR English)","https://cdn-2.pishow.tv/live/425/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","http://www.cvrinfo.com/englishnews.html","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","",""
"Live TV","News","DD Mizoram (DD Mizoram)","https://d2lk5u59tns74c.cloudfront.net/out/v1/eea48c6b61074052a2fa8532ff795ff1/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news|culture; quality=504p","medium","",""
"Live TV","News","DD News (DD News HD)","https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/0811cd8c37ca4c409d5385a6cd2fa18b/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://ddnews.gov.in/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","640",""
"Live TV","News","DHA (DHA)","https://603c568fccdf5.streamlock.net/live/dhaweb1_C5efC/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","TR","https://www.dha.com.tr/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","641",""
"Live TV","News","Di TV (Di TV)","https://cdn0-03837-liveedge0.dna.ip-only.net/03837-liveedge0/smil:03837-tx4/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","SE","https://www.di.se/ditv/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","642",""
"Live TV","News","Dim TV (DİM TV)","https://live.artidijitalmedya.com/artidijital_dimtv/dimtv/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","TR","https://dimtv.tv/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","643",""
"Live TV","News","ETV Andhra Pradesh (ETV Andhra Pradesh)","https://d1g35elx8qnif3.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_AP_H264_cloud_in/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","http://www.etv.co.in/channels/home?channelId=3","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","644",""
"Live TV","News","ETV News (ETV News)","https://cc-3448kp65yhc5w.akamaized.net/WWBI/Amagi/ETV_News_IN/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","",""
"Live TV","News","ETV Telangana (ETV Telangana)","https://d37d7pfp7vjqhh.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_TS_H264_cloud_in/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","http://www.etv.co.in/channels/home?channelId=2","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","645",""
"Live TV","News","Euronews (Euronews)","https://cdn-euronews.akamaized.net/live/eds/euronews-pl/26382/index.m3u8","VIDEO","HLS","m3u8","","true","true","","PL","https://pl.euronews.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","646",""
"Live TV","News","Expressen TV (Expressen TV)","https://cdn0-03837-liveedge0.dna.ip-only.net/03837-liveedge0/smil:03837-tx2/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","SE","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","",""
"Live TV","News","Finans Turk TV (Finans Turk TV)","https://yayin30.haber100.com/live/finansturk/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","TR","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","",""
"Live TV","News","First India News (First India News)","https://xlbor37ydvaj-hls-live.wmncdn.net/firstindianewstv1/live.stream/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://firstindianews.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=360p","medium","647",""
"Live TV","News","Global Punjab (Global Punjab)","https://server.livelegitpro.in/globalpunjab/globalpunjab/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","",""
"Live TV","News","GloboNews (GloboNews)","http://41.205.70.146/GLOBONEWS/index.m3u8","VIDEO","HLS","m3u8","","true","false","","BR","http://globonews.globo.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","648",""
"Live TV","News","Good News Today (Good News Today)","https://aajtaklive.vgcdn.net/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/3196cced-ce29-4219-9809-f07ccdaa02b9/vglive-sk-848805/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.gnttv.com/livetv","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","649",""
"Live TV","News","GS TV (GS TV)","https://cdn-4.pishow.tv/live/1462/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.gstv.in/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=","medium","650",""
"Live TV","News","GTC News (GTC News)","https://vglivessai.akamaized.net/sg/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/921cca59-daee-4f89-8c38-7ffe8de44f4c/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","",""
"Live TV","News","Guarantee News (Guarantee News)","https://guaranteenews.in:8443/live/gnews/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.guaranteenews.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","651",""
"Live TV","News","Gugbang TV (Gugbang TV)","http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8","VIDEO","HLS","m3u8","","true","false","","KR","https://www.dema.mil.kr/web/main.do","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","652",""
"Live TV","News","Gulistan News (Gulistan News)","https://live.gulistannews.in/hls/gul.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://gulistannewstv.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","653",""
"Live TV","News","Guneydogu TV (Guneydogu TV)","https://edge1.socialsmart.tv/gtv/bant1/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","TR","http://www.guneydogutv.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","654",""
"Live TV","News","Haber Global (Haber Global)","https://tv.ensonhaber.com/haberglobal/haberglobal.m3u8","VIDEO","HLS","m3u8","","true","true","","TR","https://www.haberglobal.com.tr/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","655",""
"Live TV","News","Haber61 TV (Haber61 TV)","https://cdn-haber61tv.yayin.com.tr/haber61tv/smil:haber61tv.smil/index.m3u8","VIDEO","HLS","m3u8","","true","true","","TR","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","",""
"Live TV","News","Halk TV (Halk TV)","https://halktv-live.daioncdn.net/halktv/halktv.m3u8","VIDEO","HLS","m3u8","","true","true","","TR","https://halktv.com.tr/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","656",""
"Live TV","News","Hindi Khabar (Hindi Khabar)","https://d1msejlow1t3l4.cloudfront.net/fta/hindikhabar/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://hindikhabar.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=396p","medium","657",""
"Live TV","News","HMTV (HMTV)","https://cdn-1.pishow.tv/live/280/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.hmtvlive.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","658",""
"Live TV","News","HNN 24x7 (HNN 24x7)","https://ott.livelegitpro.in:9899/hnnnews/hnnnews/tracks-v1/index.fmp4.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://hnn24x7.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","659",""
"Live TV","News","Hornbill TV (Hornbill TV)","https://d1msejlow1t3l4.cloudfront.net/fta/hornbilltv/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.hornbilltv.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=396p","medium","660",""
"Live TV","News","IBC 24 (IBC 24)","https://cdn-3.pishow.tv/live/220/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.ibc24.in/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","661",""
"Live TV","News","India Daily Live (India Daily Live)","https://indiadaily.ottlive.co.in/indiadailylive/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.theindiadaily.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","662",""
"Live TV","News","India TV (India TV)","https://pl-indiatvnews.akamaized.net/out/v1/db79179b608641ceaa5a4d0dd0dca8da/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.indiatvnews.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","663",""
"Live TV","News","India TV Speed News (India TV Speed News)","https://cc-lyf4c0hwzg5dd.akamaized.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-lyf4c0hwzg5dd/v1/vglive-sk-479089/main.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.indiatvspeednews.com/livetv","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","664",""
"Live TV","News","INews (INews)","https://cdn-1.pishow.tv/live/411/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","http://www.inewslive.net/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","665",""
"Live TV","News","INH 24x7 (INH 24x7)","https://d1msejlow1t3l4.cloudfront.net/fta/inh24x7/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.inhnews.in/livetv","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=396p","medium","666",""
"Live TV","News","Janam TV (Janam TV)","https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/janamtv_nim_https/140622/janamtv/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://janamtv.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","667",""
"Live TV","News","Kairali News (Kairali News)","https://cdn-3.pishow.tv/live/1469/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","http://www.kairalinewsonline.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","668",""
"Live TV","News","Kalinga TV (Kalinga TV)","https://server.thelegitpro.in/kalingatv/kalingatv/index.fmp4.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://kalingatv.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","669",""
"Live TV","News","Kannur Vision (Kannur Vision)","https://stream.logichost.in/kannurvision/live/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://kannurvisionchannel.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","670",""
"Live TV","News","Kashish News (Kashish News)","https://server.thelegitpro.in/kashishnews/kashishnews/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.kashishnews.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","671",""
"Live TV","News","Khabrain Abhi Tak (Khabrain Abhi Tak)","https://d1msejlow1t3l4.cloudfront.net/fta/khabreinabhitak/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.khabrainabhitak.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=396p","medium","672",""
"Live TV","News","Kolkata TV (Kolkata TV)","https://cdn.ottlive.co.in/kolkatatv/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.kolkatatv.org/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","673",""
"Live TV","News","Life TV (Life TV)","https://live.artidijitalmedya.com/artidijital_lifetv/lifetv/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","TR","http://lifetv.com.tr/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","674",""
"Live TV","News","Lingkar TV (Lingkar TV)","https://lingkartv.my.id/hls/lingkartv.m3u8","VIDEO","HLS","m3u8","","true","true","","ID","https://lingkartv.com","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news|music|religious; quality=","medium","675",""
"Live TV","News","Living India News (Living India News)","https://stream.ottlive.co.in/livingindia/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.livingindianews.co.in/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","676",""
"Live TV","News","LN24SA (LN24SA)","https://cdnstack.internetmultimediaonline.org/ln24/ln24.stream/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","ZA","https://ln24sa.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","677",""
"Live TV","News","Madhimugam TV (Madhimugam TV)","https://yuppparoriglin.akamaized.net/181224/smil:mathimugam.smil/playlist.m3u8?hdnts=st=1735898689~exp=1835898688~acl=*~hmac=f5fe24724fe05481e3841f9eb5ab8efdee0a3dd83645ae9dcf45703f525bab7b","VIDEO","HLS","m3u8","","true","true","","IN","https://madhimugam.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","678",""
"Live TV","News","Manorama News (Manorama News)","https://mmtvnews1.akamaized.net/v1/master/673630b269b766886555eebfddd4f27f3de3ab50/mmtvNewsCampaign1/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.manoramanews.com","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","679",""
"Live TV","News","Mathrubhumi News (Mathrubhumi News)","https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/mathrubhuminews_nim_https/110322/mathrubhuminews/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://tv.mathrubhumi.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","680",""
"Live TV","News","Media One (Media One)","https://cdn-3.pishow.tv/live/1481/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.mediaoneonline.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","681",""
"Live TV","News","Mekameleen TV (Mekameleen TV)","https://mn-nl.mncdn.com/mekameleen/smil:mekameleentv.smil/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","TR","https://www.mekameleen.tv/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","682",""
"Live TV","News","Mh 1 News (Mh 1 News)","https://livestream.jswk.online/mhonenews/live/index.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","http://www.mhone.in/mhone-news/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=360p","medium","683",""
"Live TV","News","Milenio Television (Milenio Televisión)","https://mdstrm.com/live-stream-playlist/610178c7db32a4112d994650.m3u8","VIDEO","HLS","m3u8","","true","true","","MX","https://www.milenio.com/mileniotv","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","684",""
"Live TV","News","Miracle Channel (Miracle TV)","https://live.miracleonline.org/hls/miracle1.m3u8","VIDEO","HLS","m3u8","","true","true","","SE","https://miracleconnect.org/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","685",""
"Live TV","News","Nagaland TV (Nagaland TV)","https://cdn-6.pishow.tv/live/10014/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","",""
"Live TV","News","NDTV 24x7 (NDTV 24x7)","https://raw.githubusercontent.com/amazeyourself/adaptive-streams/refs/heads/main/streams/in/YuppTV/NDTV24x7.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.ndtv.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","686",""
"Live TV","News","NDTV Madhya Pradesh Chhattisgarh (NDTV Madhya Pradesh Chhattisgarh)","https://ndtvregional.akamaized.net/hls/live/2102726-b/ndtvmpcg/master_1.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://mpcg.ndtv.in/livetv-ndtvmpcg","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","687",""
"Live TV","News","NDTV Rajasthan (NDTV Rajasthan)","https://ndtvregional.akamaized.net/hls/live/2102726-b/ndtvraj/master_1.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://rajasthan.ndtv.in/livetv-ndtvrajasthan","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=1080p","medium","688",""
"Live TV","News","News 1 India (News 1 India)","https://d1msejlow1t3l4.cloudfront.net/fta/news1india/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://www.news1india.in/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=396p","medium","689",""
"Live TV","News","News 1st (News 1st)","https://cdn-3.pishow.tv/live/268/master.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://newsfirstlive.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=576p","medium","690",""
"Live TV","News","News 24 (News 24)","https://vidcdn.vidgyor.com/news24-origin/liveabr/playlist.m3u8","VIDEO","HLS","m3u8","","true","true","","IN","https://news24online.com/","COMMUNITY","iptv-org public index, publicly listed free stream (verify broadcaster-official before promote)","iptv-org; categories=news; quality=720p","medium","691",""
